row,moving,status,time
272,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01357-000/BraTS-GLI-01357-000-t1n.nii.gz,success,2025-10-13 22:14:43
273,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01075-000/BraTS-GLI-01075-000-t1n.nii.gz,success,2025-10-13 22:16:27
274,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01461-000/BraTS-GLI-01461-000-t1n.nii.gz,success,2025-10-13 22:18:13
275,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00401-000/BraTS-GLI-00401-000-t1n.nii.gz,success,2025-10-13 22:19:59
276,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01119-000/BraTS-GLI-01119-000-t1n.nii.gz,success,2025-10-13 22:21:42
277,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01433-000/BraTS-GLI-01433-000-t1n.nii.gz,success,2025-10-13 22:23:27
278,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00068-000/BraTS-GLI-00068-000-t1n.nii.gz,success,2025-10-13 22:25:11
279,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01432-000/BraTS-GLI-01432-000-t1n.nii.gz,success,2025-10-13 22:26:55
280,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00178-000/BraTS-GLI-00178-000-t1n.nii.gz,success,2025-10-13 22:28:41
281,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01026-000/BraTS-GLI-01026-000-t1n.nii.gz,success,2025-10-13 22:30:25
282,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01531-000/BraTS-GLI-01531-000-t1n.nii.gz,success,2025-10-13 22:32:09
283,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01330-000/BraTS-GLI-01330-000-t1n.nii.gz,success,2025-10-13 22:33:54
284,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01474-000/BraTS-GLI-01474-000-t1n.nii.gz,success,2025-10-13 22:35:38
285,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01009-000/BraTS-GLI-01009-000-t1n.nii.gz,success,2025-10-13 22:37:21
286,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01384-000/BraTS-GLI-01384-000-t1n.nii.gz,success,2025-10-13 22:39:02
287,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01050-000/BraTS-GLI-01050-000-t1n.nii.gz,success,2025-10-13 22:40:45
288,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00555-001/BraTS-GLI-00555-001-t1n.nii.gz,success,2025-10-13 22:42:27
289,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00095-000/BraTS-GLI-00095-000-t1n.nii.gz,success,2025-10-13 22:44:09
290,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00684-000/BraTS-GLI-00684-000-t1n.nii.gz,success,2025-10-13 22:45:51
291,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01223-000/BraTS-GLI-01223-000-t1n.nii.gz,success,2025-10-13 22:47:33
292,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00563-000/BraTS-GLI-00563-000-t1n.nii.gz,success,2025-10-13 22:49:15
293,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00514-001/BraTS-GLI-00514-001-t1n.nii.gz,success,2025-10-13 22:50:57
294,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00266-000/BraTS-GLI-00266-000-t1n.nii.gz,success,2025-10-13 22:52:39
295,brats2023/data/brats-gli/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00704-000/BraTS-GLI-00704-000-t1n.nii.gz,success,2025-10-13 22:54:22
