row,moving,status,time
8680,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00664-000/BraTS-MEN-00664-000-t2f.nii.gz,failed,2025-10-14 16:06:12
8681,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00664-000/BraTS-MEN-00664-000-t1c.nii.gz,failed,2025-10-14 16:06:18
8680,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00664-000/BraTS-MEN-00664-000-t2f.nii.gz,success,2025-10-14 16:22:24
8681,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00664-000/BraTS-MEN-00664-000-t1c.nii.gz,success,2025-10-14 16:22:28
8682,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00664-000/BraTS-MEN-00664-000-t2w.nii.gz,success,2025-10-14 16:22:32
8683,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00664-000/BraTS-MEN-00664-000-seg.nii.gz,success,2025-10-14 16:22:35
8684,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00656-000/BraTS-MEN-00656-000-t2f.nii.gz,success,2025-10-14 16:22:37
8685,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00656-000/BraTS-MEN-00656-000-t1c.nii.gz,success,2025-10-14 16:22:40
8686,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00656-000/BraTS-MEN-00656-000-t2w.nii.gz,success,2025-10-14 16:22:44
8687,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00656-000/BraTS-MEN-00656-000-seg.nii.gz,success,2025-10-14 16:22:47
8688,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00370-000/BraTS-MEN-00370-000-t2f.nii.gz,success,2025-10-14 16:22:49
8689,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00370-000/BraTS-MEN-00370-000-t1c.nii.gz,success,2025-10-14 16:22:52
8690,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00370-000/BraTS-MEN-00370-000-t2w.nii.gz,success,2025-10-14 16:22:56
8691,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00370-000/BraTS-MEN-00370-000-seg.nii.gz,success,2025-10-14 16:22:59
8692,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01305-000/BraTS-MEN-01305-000-t2f.nii.gz,success,2025-10-14 16:23:01
8693,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01305-000/BraTS-MEN-01305-000-t1c.nii.gz,success,2025-10-14 16:23:04
8694,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01305-000/BraTS-MEN-01305-000-t2w.nii.gz,success,2025-10-14 16:23:08
8695,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01305-000/BraTS-MEN-01305-000-seg.nii.gz,success,2025-10-14 16:23:11
8696,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00246-000/BraTS-MEN-00246-000-t2f.nii.gz,success,2025-10-14 16:23:13
8697,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00246-000/BraTS-MEN-00246-000-t1c.nii.gz,success,2025-10-14 16:23:17
8698,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00246-000/BraTS-MEN-00246-000-t2w.nii.gz,success,2025-10-14 16:23:20
8699,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00246-000/BraTS-MEN-00246-000-seg.nii.gz,success,2025-10-14 16:23:23
8700,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01359-000/BraTS-MEN-01359-000-t2f.nii.gz,success,2025-10-14 16:23:26
8701,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01359-000/BraTS-MEN-01359-000-t1c.nii.gz,success,2025-10-14 16:23:29
8702,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01359-000/BraTS-MEN-01359-000-t2w.nii.gz,success,2025-10-14 16:23:32
8703,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01359-000/BraTS-MEN-01359-000-seg.nii.gz,success,2025-10-14 16:23:35
8704,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01053-000/BraTS-MEN-01053-000-t2f.nii.gz,success,2025-10-14 16:23:38
8705,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01053-000/BraTS-MEN-01053-000-t1c.nii.gz,success,2025-10-14 16:23:41
8706,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01053-000/BraTS-MEN-01053-000-t2w.nii.gz,success,2025-10-14 16:23:45
8707,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01053-000/BraTS-MEN-01053-000-seg.nii.gz,success,2025-10-14 16:23:48
8708,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00122-000/BraTS-MEN-00122-000-t2f.nii.gz,success,2025-10-14 16:23:51
8709,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00122-000/BraTS-MEN-00122-000-t1c.nii.gz,success,2025-10-14 16:23:54
8710,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00122-000/BraTS-MEN-00122-000-t2w.nii.gz,success,2025-10-14 16:23:57
8711,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00122-000/BraTS-MEN-00122-000-seg.nii.gz,success,2025-10-14 16:24:00
8712,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00613-000/BraTS-MEN-00613-000-t2f.nii.gz,success,2025-10-14 16:24:03
8713,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00613-000/BraTS-MEN-00613-000-t1c.nii.gz,success,2025-10-14 16:24:06
8714,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00613-000/BraTS-MEN-00613-000-t2w.nii.gz,success,2025-10-14 16:24:09
8715,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00613-000/BraTS-MEN-00613-000-seg.nii.gz,success,2025-10-14 16:24:12
8716,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00375-000/BraTS-MEN-00375-000-t2f.nii.gz,success,2025-10-14 16:24:15
8717,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00375-000/BraTS-MEN-00375-000-t1c.nii.gz,success,2025-10-14 16:24:18
8718,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00375-000/BraTS-MEN-00375-000-t2w.nii.gz,success,2025-10-14 16:24:21
8719,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00375-000/BraTS-MEN-00375-000-seg.nii.gz,success,2025-10-14 16:24:25
8720,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00768-000/BraTS-MEN-00768-000-t2f.nii.gz,success,2025-10-14 16:24:27
8721,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00768-000/BraTS-MEN-00768-000-t1c.nii.gz,success,2025-10-14 16:24:31
8722,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00768-000/BraTS-MEN-00768-000-t2w.nii.gz,success,2025-10-14 16:24:34
8723,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00768-000/BraTS-MEN-00768-000-seg.nii.gz,success,2025-10-14 16:24:37
8724,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00997-000/BraTS-MEN-00997-000-t2f.nii.gz,success,2025-10-14 16:24:40
