row,moving,status,time
2312,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00587-000/BraTS-MEN-00587-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2313,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01059-000/BraTS-MEN-01059-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2314,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01157-000/BraTS-MEN-01157-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2315,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01100-000/BraTS-MEN-01100-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2316,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00527-000/BraTS-MEN-00527-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2317,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00970-000/BraTS-MEN-00970-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2318,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01326-000/BraTS-MEN-01326-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2319,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01137-000/BraTS-MEN-01137-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2320,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01206-000/BraTS-MEN-01206-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2321,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01138-000/BraTS-MEN-01138-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2322,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00880-000/BraTS-MEN-00880-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2323,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00504-000/BraTS-MEN-00504-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2324,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00766-000/BraTS-MEN-00766-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2325,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01033-000/BraTS-MEN-01033-000-t1n.nii.gz,already_done,2025-10-13 22:16:10
2326,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01052-000/BraTS-MEN-01052-000-t1n.nii.gz,success,2025-10-13 22:16:10
2327,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00350-000/BraTS-MEN-00350-000-t1n.nii.gz,success,2025-10-13 22:17:59
2328,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01278-000/BraTS-MEN-01278-000-t1n.nii.gz,success,2025-10-13 22:19:42
2329,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01423-000/BraTS-MEN-01423-000-t1n.nii.gz,success,2025-10-13 22:21:28
2330,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01302-000/BraTS-MEN-01302-000-t1n.nii.gz,success,2025-10-13 22:23:13
2331,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00904-000/BraTS-MEN-00904-000-t1n.nii.gz,success,2025-10-13 22:24:59
2332,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00380-000/BraTS-MEN-00380-000-t1n.nii.gz,success,2025-10-13 22:26:45
2333,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00408-000/BraTS-MEN-00408-000-t1n.nii.gz,success,2025-10-13 22:28:25
2334,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00946-000/BraTS-MEN-00946-000-t1n.nii.gz,success,2025-10-13 22:30:12
2335,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00807-000/BraTS-MEN-00807-000-t1n.nii.gz,success,2025-10-13 22:31:59
2336,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00594-000/BraTS-MEN-00594-000-t1n.nii.gz,success,2025-10-13 22:33:46
2337,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00334-000/BraTS-MEN-00334-000-t1n.nii.gz,success,2025-10-13 22:35:33
2338,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00490-000/BraTS-MEN-00490-000-t1n.nii.gz,success,2025-10-13 22:37:18
2339,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00983-007/BraTS-MEN-00983-007-t1n.nii.gz,success,2025-10-13 22:39:02
2340,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00896-000/BraTS-MEN-00896-000-t1n.nii.gz,success,2025-10-13 22:40:45
2341,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01298-000/BraTS-MEN-01298-000-t1n.nii.gz,success,2025-10-13 22:42:27
2342,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-01342-000/BraTS-MEN-01342-000-t1n.nii.gz,success,2025-10-13 22:44:10
2343,brats2023/data/brats-men/ASNR-MICCAI-BraTS2023-Meningioma-Challenge-TrainingData/BraTS-MEN-00545-000/BraTS-MEN-00545-000-t1n.nii.gz,success,2025-10-13 22:45:51
